event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
EVT_000076,compliance.submitted,CUST_0012,INV_69930,2024-03-17T08:38:29Z,48.37,9605b0a8-f38a-4513-a40f-e0558c0b148d,high
EVT_000077,compliance.failed,CUST_0064,INV_98148,2024-04-26T00:38:21Z,130.5,7bb1f085-f815-4a9c-8916-c63672b7af56,normal
EVT_000078,invoice.rejected,CUST_0034,INV_62855,2024-05-21T06:25:59Z,18.93,5b59e1fa-f614-4cd7-95fb-12651d2cd6ef,high
EVT_000079,invoice.created,CUST_0071,INV_60639,2024-02-26T00:58:53Z,287.27,a44b8643-05c5-4d06-9691-2d0023da1335,low
EVT_000080,invoice.paid,CUST_0017,INV_58915,2024-01-19T18:34:06Z,39.95,7ceb67cb-8b2b-48da-be0d-e407f1691216,normal
EVT_000081,invoice.paid,CUST_0078,INV_75546,2024-04-08T20:40:58Z,55.84,d26928ee-0313-4603-a33b-b709f50a7b73,critical
EVT_000082,compliance.submitted,CUST_0020,INV_28321,2024-04-27T17:22:43Z,250.7,c66fede9-fcf7-4306-ae14-d6bab43f6003,high
EVT_000083,compliance.submitted,CUST_0076,INV_76809,2024-03-06T07:36:50Z,27.08,098fae04-bed6-42d1-83f7-ba7bdeaa0f61,high
EVT_000084,invoice.created,CUST_0043,INV_64596,2024-05-10T20:09:55Z,426.3,6accade7-c9ea-402f-8724-8d1d26f25238,low
EVT_000085,invoice.rejected,CUST_0077,INV_95929,2024-04-02T03:45:02Z,380.22,c68f6ad9-9a00-41b8-964b-1fd40c689d9b,low
EVT_000086,invoice.validated,CUST_0075,INV_78712,2024-04-03T07:03:13Z,31.82,9909c46c-b8bb-4e44-a227-189e80b7d5be,normal
EVT_000087,compliance.failed,CUST_0005,INV_24404,2024-04-21T04:22:15Z,116.16,d60e8fda-43ee-45e9-9289-f79aad7d4aef,normal
EVT_000088,compliance.submitted,CUST_0053,INV_71814,2024-04-07T10:38:54Z,43.77,edb11835-815f-438d-b78a-6395ef9c63e5,normal
EVT_000089,compliance.failed,CUST_0072,INV_72701,2024-03-04T02:50:26Z,254.03,5965bff2-718d-4984-9c32-00992bfad905,high
EVT_000090,compliance.failed,CUST_0070,INV_99226,2024-03-09T19:05:49Z,32.52,f2a6f598-6054-4406-9f24-8e3b24418c65,normal
EVT_000091,invoice.rejected,CUST_0036,INV_39473,2024-04-18T08:52:20Z,440.61,01f994cb-cacc-4631-9a71-31065512dfd7,normal
EVT_000092,invoice.paid,CUST_0063,INV_55718,2024-03-02T13:31:01Z,190.17,40a24169-c436-4399-8193-dc566fb87397,low
EVT_000093,compliance.submitted,CUST_0074,INV_59767,2024-05-11T09:17:17Z,44.89,b34a4046-ec76-4805-9da6-d707928afb31,high
EVT_000094,compliance.failed,CUST_0006,INV_20358,2024-02-25T20:27:16Z,116.36,438d1e9f-e039-46c6-868b-79abca67df7b,normal
EVT_000095,compliance.submitted,CUST_0026,INV_45537,2024-06-09T18:32:04Z,242.83,9c5bc1bc-b32e-4b37-a628-674d10c8d5db,normal
EVT_000096,compliance.failed,CUST_0032,INV_79604,2024-01-10T20:35:02Z,84.93,56cd561d-9262-49f4-82a6-5ad7e1413c5e,critical
EVT_000097,invoice.validated,CUST_0013,INV_10679,2024-05-12T06:35:05Z,249.28,974de147-3819-463b-a2e1-5a4b85d4d7b0,critical
EVT_000098,invoice.validated,CUST_0062,INV_47649,2024-05-06T07:43:48Z,16.74,6f921f43-fca5-4b51-8780-2293271b976b,normal
EVT_000099,compliance.failed,CUST_0069,INV_14888,2024-05-23T10:31:43Z,45.75,5dc8c7b1-2de0-4a88-9fd7-46129410b73e,low
EVT_000100,invoice.paid,CUST_0051,INV_34420,2024-06-02T00:09:45Z,46.89,0750b811-7c0c-40a6-a655-45118dd30e45,low
EVT_000101,compliance.submitted,CUST_0039,INV_24064,2024-04-20T06:53:38Z,341.76,5f88e555-42e1-4a23-9dd4-6bc8cfb688b0,critical
EVT_000102,compliance.submitted,CUST_0018,INV_71344,2024-06-14T06:13:33Z,303.17,90e4a15b-739d-4ad0-875f-cb272a0a201c,critical
EVT_000103,invoice.validated,CUST_0033,INV_11846,2024-05-19T12:54:36Z,37.09,f3179967-6917-4b5c-b3e2-c572b60ace0b,normal
EVT_000104,compliance.failed,CUST_0079,INV_63148,2024-06-15T05:55:54Z,227.06,dead0ca9-3a99-4fd4-a3e1-2415fdbda0d8,low
EVT_000105,invoice.paid,CUST_0024,INV_52415,2024-01-28T07:17:55Z,51.02,a3d82c71-056a-4dc2-81bc-43b45e5e5ccb,high
EVT_000106,compliance.submitted,CUST_0043,INV_85088,2024-02-28T15:10:10Z,1.56,5d27d58c-9589-4f1b-b044-f090045bf288,low
EVT_000107,invoice.validated,CUST_0060,INV_63138,2024-02-29T13:49:16Z,188.47,2609f2fa-7228-4cd6-a28d-12b77f494cdd,low
EVT_000108,compliance.submitted,CUST_0038,INV_38947,2024-03-12T08:52:43Z,247.79,4a977ba3-f1e3-4d20-97b5-d9e04e3101ac,high
EVT_000109,compliance.submitted,CUST_0054,INV_71712,2024-05-16T07:16:51Z,38.11,78324581-9281-4673-8a80-b707e56cce8e,low
EVT_000110,compliance.submitted,CUST_0068,INV_57419,2024-03-27T17:59:47Z,219.27,6d99fc98-73c4-4d03-971a-b46f71e16d81,normal
EVT_000111,invoice.validated,CUST_0074,INV_31566,2024-04-14T05:01:03Z,17.08,f46db476-bdcf-41fe-954a-bd8f61656572,critical
EVT_000112,compliance.submitted,CUST_0012,INV_68390,2024-06-23T13:07:40Z,118.01,f5ab12cc-564c-434d-8cf9-733305fa1638,low
EVT_000113,compliance.failed,CUST_0072,INV_50392,2024-03-30T18:50:20Z,454.73,2d42f7b7-8ce0-473a-98e3-c601388fcc94,normal
EVT_000114,invoice.created,CUST_0075,INV_65534,2024-01-15T04:20:32Z,17.88,a9bd7ebe-c870-4db1-82d2-edf4125d8b86,critical
EVT_000115,invoice.paid,CUST_0005,INV_33590,2024-02-25T17:56:22Z,505.24,feb7a009-3599-455e-9252-6b82bfef07fc,critical
EVT_000116,invoice.paid,CUST_0048,INV_68790,2024-06-22T01:54:56Z,317.2,d868e5a9-c29a-431d-8683-a334a32491f0,normal
EVT_000117,invoice.validated,CUST_0045,INV_80419,2024-01-24T00:52:14Z,20.26,418c35b4-e8c5-4fe4-9c08-bf045a55b9e3,low
EVT_000118,compliance.failed,CUST_0039,INV_81361,2024-03-30T21:45:16Z,106.89,7897edd6-8e2e-40f0-9841-4fac04a1d065,high
EVT_000119,invoice.validated,CUST_0020,INV_24790,2024-02-23T12:37:15Z,2.58,f2636cc0-83f8-4d68-aca2-129f7e170a1f,normal
EVT_000120,invoice.created,CUST_0027,INV_87849,2024-01-14T01:35:54Z,2.65,ee5e1488-c3e8-4ffa-b287-0717f756c560,normal
EVT_000121,invoice.paid,CUST_0006,INV_40715,2024-03-19T02:41:32Z,27.45,0e897a68-4c51-4c3e-8f5a-86b7411562c3,high
EVT_000122,compliance.failed,CUST_0030,INV_85511,2024-06-07T09:50:22Z,139.69,2c311e71-4da7-4de0-91ea-4d6ad6524e93,normal
EVT_000123,invoice.validated,CUST_0039,INV_96535,2024-06-19T03:39:35Z,285.85,4cad90c7-2cda-441e-86d3-c7282a26805a,normal
EVT_000124,invoice.paid,CUST_0055,INV_16145,2024-04-17T22:27:06Z,409.46,62808d98-2068-4ebb-a32e-47ca8491012f,high
EVT_000125,invoice.validated,CUST_0054,INV_49306,2024-03-20T06:37:32Z,19.45,6d311d6c-7d50-4874-a751-bb147f758740,high
EVT_000126,invoice.paid,CUST_0019,INV_17552,2024-06-05T11:11:20Z,28.56,103eb642-67f7-47c9-956c-7137d67b8515,critical
EVT_000127,invoice.validated,CUST_0032,INV_53288,2024-02-19T12:21:57Z,32.69,f0246322-27f6-4e38-a352-c25396d9741f,normal
EVT_000128,invoice.paid,CUST_0007,INV_98299,2024-02-22T03:07:18Z,222.71,97f877d1-642d-4377-81eb-9a2f935e04d9,normal
EVT_000129,invoice.rejected,CUST_0062,INV_49739,2024-02-10T13:29:37Z,492.39,8717f2a0-4950-48b7-8939-83f3db0d1bb4,low
EVT_000130,invoice.validated,CUST_0062,INV_89220,2024-06-26T13:36:19Z,109.49,3620d3a8-2ee5-416c-b54a-d6be2679727f,high
EVT_000131,compliance.submitted,CUST_0049,INV_95029,2024-03-31T12:53:04Z,89.23,4ab17d17-90ac-444d-acd7-c0beb3fb2828,critical
EVT_000132,compliance.failed,CUST_0013,INV_71537,2024-06-04T21:23:47Z,98.03,7910630d-014d-412a-896b-57310b0de131,critical
EVT_000133,invoice.validated,CUST_0006,INV_29126,2024-04-19T05:33:18Z,382.22,062435f5-0a1b-4672-bad1-055b6a954659,critical
EVT_000134,invoice.validated,CUST_0038,INV_53236,2024-01-30T14:17:19Z,276.67,c9c62c49-ade9-4c5c-a4ec-4ff2b97b61e2,high
EVT_000135,invoice.paid,CUST_0033,INV_94108,2024-05-28T05:31:06Z,119.12,32f9ef6f-045b-40a7-bdef-7171c9543f57,normal
EVT_000136,compliance.submitted,CUST_0018,INV_74004,2024-05-19T20:54:15Z,10.02,8683c4e7-b70f-44da-99af-7091a13ffb80,low
EVT_000137,compliance.failed,CUST_0010,INV_16358,2024-06-07T20:08:14Z,38.45,7a92c42c-d25d-46cb-9224-329214c4b982,low
EVT_000138,invoice.validated,CUST_0020,INV_76287,2024-01-02T18:36:08Z,398.97,3c52433a-a377-4316-8c5d-ca054168d1f2,critical
EVT_000139,invoice.created,CUST_0063,INV_79758,2024-01-04T01:18:55Z,51.78,b6d1d44a-a433-4d38-ab7e-b5823d491e51,high
EVT_000140,compliance.failed,CUST_0003,INV_98346,2024-04-07T12:29:46Z,22.1,60f490c1-d609-424f-803b-3993d25ce1ee,normal
EVT_000141,compliance.submitted,CUST_0031,INV_79003,2024-02-07T06:28:05Z,13.37,0739d120-0191-4a9b-9d3d-1463d7a0f398,high
EVT_000142,compliance.submitted,CUST_0052,INV_41877,2024-03-30T03:05:04Z,49.52,f8f6e13d-18dc-407e-bbb8-70e76578efcd,low
EVT_000143,invoice.paid,CUST_0012,INV_59436,2024-03-19T16:44:01Z,28.08,e793dfb4-9bba-4be2-890c-dc1a9424a7f1,low
EVT_000144,invoice.paid,CUST_0064,INV_94529,2024-06-13T03:31:20Z,39.43,dbd798cf-e81f-498c-b105-9fa44e76e209,low
EVT_000145,compliance.failed,CUST_0030,INV_84289,2024-02-11T01:16:29Z,56.98,8a4e354c-5527-452d-9cb1-d1badd3fbd15,low
EVT_000146,invoice.rejected,CUST_0023,INV_12052,2024-06-29T08:21:53Z,434.7,045fcd94-d01d-42cb-ab71-38fae746fbdd,critical
EVT_000147,invoice.validated,CUST_0010,INV_83919,2024-02-28T02:43:53Z,321.42,6a9449ee-53a5-4909-bdd8-4cf3bc24c13c,high
EVT_000148,compliance.failed,CUST_0050,INV_28343,2024-05-26T17:23:39Z,224.47,49602228-d0fa-4b91-9da9-08cbc204ab2d,high
EVT_000149,invoice.paid,CUST_0007,INV_40427,2024-01-19T23:14:55Z,439.93,a25b9bf6-7a24-4f15-baaf-aaa7c7204ce3,critical
EVT_000150,compliance.failed,CUST_0042,INV_45825,2024-01-06T18:03:56Z,271.18,4e78bb1a-3ff3-4cde-b7c4-fb099169abea,critical
EVT_000151,compliance.failed,CUST_0056,INV_86791,2024-02-06T01:36:03Z,33.37,ebc9df3a-7d83-4cab-a768-cd9f39b1f35d,low
EVT_000152,invoice.validated,CUST_0011,INV_59807,2024-02-22T00:50:24Z,145.09,f2123ce3-0e6a-49a1-bbf2-0df00629fc7a,high
EVT_000153,invoice.created,CUST_0014,INV_50405,2024-01-18T18:30:58Z,22.79,c6d5a1fd-02ff-43a9-9eca-a04a067bc148,normal
EVT_000154,compliance.submitted,CUST_0056,INV_82710,2024-03-28T03:45:47Z,227.96,ada26fc4-b800-40c4-bcb9-548483ceaf01,low
EVT_000155,invoice.rejected,CUST_0077,INV_60493,2024-04-26T03:05:09Z,443.1,679aac91-5d0f-4a7e-b365-a594f3feb86d,normal
EVT_000156,invoice.validated,CUST_0074,INV_99825,2024-04-11T04:31:23Z,70.83,33a00ab4-eefa-4993-8b7d-192954035235,normal
EVT_000157,invoice.paid,CUST_0009,INV_46170,2024-02-02T11:14:34Z,122.63,8f423655-a70f-43d7-a02a-f58e0dd9c7f0,normal
EVT_000158,compliance.submitted,CUST_0064,INV_35630,2024-04-25T07:20:18Z,70.32,9b6b9344-8624-4a85-8d82-44f35939d07d,high
EVT_000159,invoice.rejected,CUST_0080,INV_67700,2024-03-14T18:24:55Z,468.17,34137058-a23b-403f-9740-33d3ab8724d7,normal
EVT_000160,compliance.submitted,CUST_0039,INV_36326,2024-03-03T06:24:28Z,76.65,ecc99b24-bae0-4914-ac69-5d1424a5ca1d,high
EVT_000161,invoice.validated,CUST_0063,INV_52714,2024-04-21T19:47:31Z,19.43,97a9a930-c7a3-42f7-b7db-0fdaab6a8ee5,normal
EVT_000162,invoice.validated,CUST_0076,INV_99353,2024-04-15T22:48:57Z,426.89,ec9bfd5e-532b-4c5b-872a-7a5e9aa670ff,normal
EVT_000163,invoice.rejected,CUST_0057,INV_19064,2024-06-03T21:29:02Z,169.35,d2f255cc-04f7-4e01-b71e-305ba4650a0b,normal
EVT_000164,invoice.rejected,CUST_0039,INV_96332,2024-02-16T23:54:01Z,113.47,f7d36fe1-d1c1-4b55-b2ad-46d87aa5a146,critical
EVT_000165,compliance.submitted,CUST_0075,INV_76402,2024-03-18T19:53:13Z,46.25,e46c549d-618b-4349-8c6f-e153edd1269c,high
EVT_000166,compliance.failed,CUST_0069,INV_21138,2024-04-25T07:24:05Z,6.36,d5ea5ea0-fdd1-4511-b88a-d323f69982a9,low
EVT_000167,compliance.failed,CUST_0073,INV_94769,2024-05-05T06:03:47Z,162.9,cb5f8199-b930-4d04-a8fd-88cdcbcdc129,low
EVT_000168,invoice.rejected,CUST_0002,INV_39098,2024-01-20T03:32:23Z,381.12,35c7b8ce-4bcb-4b38-aa06-140fe28d9334,normal
EVT_000169,invoice.paid,CUST_0058,INV_70694,2024-03-13T15:31:24Z,138.29,5e76be9f-e6ce-4692-a851-c7374a88de7e,low
EVT_000170,invoice.rejected,CUST_0062,INV_64522,2024-01-21T07:14:07Z,459.37,db75fefc-6f83-4220-be37-7b3dd7d0d06a,normal
EVT_000171,invoice.rejected,CUST_0045,INV_69681,2024-03-01T13:30:51Z,39.43,b96b69ed-d1d3-4879-8b34-78ab82365f53,critical
EVT_000172,invoice.created,CUST_0058,INV_49356,2024-03-02T22:13:33Z,156.62,941df496-ec38-4f41-a16b-561a31e88aaf,low
EVT_000173,compliance.failed,CUST_0022,INV_41970,2024-06-29T13:45:09Z,132.79,6da05176-4c99-4b01-aeaf-30106c92c009,critical
EVT_000174,invoice.paid,CUST_0030,INV_92543,2024-06-03T21:48:41Z,10.04,3728c83a-1072-445f-a151-d41db2cf9e99,normal
EVT_000175,invoice.paid,CUST_0058,INV_60965,2024-04-24T23:52:00Z,286.84,77f537a9-29ce-4ba3-a6f6-3362f05d7269,low
EVT_000176,compliance.submitted,CUST_0074,INV_34505,2024-01-20T18:11:56Z,235.55,1a825a42-137a-4415-bf56-1836495a88a3,critical
EVT_000177,invoice.rejected,CUST_0068,INV_88246,2024-05-04T02:27:42Z,108.88,cf044d7a-b92d-4625-93d1-b5b68030f26f,critical
EVT_000178,compliance.failed,CUST_0080,INV_48986,2024-02-03T12:02:11Z,138.53,e0507533-55b6-4cb8-8a96-cab8f8d8abb0,low
EVT_000179,invoice.created,CUST_0031,INV_33992,2024-02-29T07:10:26Z,321.2,35dcc6cf-c579-453e-9f7f-8586a38103e8,normal
EVT_000180,invoice.paid,CUST_0074,INV_34347,2024-03-15T12:13:04Z,24.85,1aa1a520-36b7-42b6-9ef6-dd742e2c3c68,normal
EVT_000181,invoice.validated,CUST_0063,INV_34523,2024-02-26T02:04:03Z,117.65,7833ffa7-8dac-42ee-8197-b98c4d32cb1f,low
EVT_000182,invoice.validated,CUST_0063,INV_60324,2024-01-27T12:17:52Z,354.43,2e6b9fca-efc6-4e9e-b9a5-2419f064d26c,critical
EVT_000183,invoice.paid,CUST_0054,INV_74054,2024-05-17T21:30:11Z,9.2,db19a8f8-8d7c-4e05-9103-7dfe851bc3f3,high
