event_id,delivery_state,failure_reason,safe_to_replay,recommended_action
EVT_004802,delivered,none,False,none
EVT_001803,failed,endpoint_deleted,False,contact_customer
EVT_003026,failed,endpoint_deleted,False,contact_customer
EVT_001592,failed,endpoint_deleted,False,contact_customer
EVT_002228,failed,endpoint_deleted,False,contact_customer
EVT_002492,failed,endpoint_deleted,False,contact_customer
EVT_002189,failed,payload_too_large,False,reduce_payload
EVT_002082,failed,endpoint_deleted,False,contact_customer
EVT_001509,failed,endpoint_deleted,False,contact_customer
EVT_003439,failed,payload_too_large,False,reduce_payload
EVT_000654,failed,endpoint_deleted,False,contact_customer
EVT_001197,failed,payload_too_large,False,reduce_payload
EVT_001620,delivered,none,False,none
EVT_002313,failed,payload_too_large,False,reduce_payload
EVT_003519,recovered,customer_endpoint_down,False,none
EVT_001655,failed,payload_too_large,False,reduce_payload
EVT_000695,failed,payload_too_large,False,reduce_payload
EVT_000485,recovered,customer_endpoint_down,False,none
EVT_003276,failed,endpoint_deleted,False,contact_customer
EVT_003804,failed,payload_too_large,False,reduce_payload
EVT_001545,expired,customer_endpoint_down,False,notify_customer
EVT_001747,failed,payload_too_large,False,reduce_payload
EVT_000198,failed,endpoint_deleted,False,contact_customer
EVT_000407,recovered,customer_endpoint_down,False,none
EVT_002150,failed,payload_too_large,False,reduce_payload
EVT_000055,failed,payload_too_large,False,reduce_payload
EVT_003727,failed,endpoint_deleted,False,contact_customer
EVT_000841,failed,endpoint_deleted,False,contact_customer
EVT_003282,failed,endpoint_deleted,False,contact_customer
EVT_004016,failed,endpoint_deleted,False,contact_customer
EVT_004971,failed,payload_too_large,False,reduce_payload
EVT_003161,delivered,none,False,none
EVT_004362,recovered,invalid_signature,False,none
EVT_004846,failed,payload_too_large,False,reduce_payload
EVT_002395,failed,payload_too_large,False,reduce_payload
EVT_001924,failed,payload_too_large,False,reduce_payload
EVT_003268,failed,endpoint_deleted,False,contact_customer
EVT_000572,failed,endpoint_deleted,False,contact_customer
EVT_004472,failed,payload_too_large,False,reduce_payload
EVT_000027,duplicate,duplicate_event,False,investigate_idempotency
EVT_004704,recovered,malformed_response,False,none
EVT_003786,failed,payload_too_large,False,reduce_payload
EVT_004419,delivered,none,False,none
EVT_000139,failed,payload_too_large,False,reduce_payload
EVT_003359,failed,payload_too_large,False,reduce_payload
EVT_002905,failed,payload_too_large,False,reduce_payload
EVT_000749,failed,endpoint_deleted,False,contact_customer
EVT_002146,failed,endpoint_deleted,False,contact_customer
EVT_000891,recovered,invalid_signature,False,none
EVT_001621,failed,payload_too_large,False,reduce_payload
EVT_000109,expired,customer_endpoint_down,False,notify_customer
EVT_004298,delivered,none,False,none
EVT_000023,expired,customer_endpoint_down,False,notify_customer
EVT_003622,failed,endpoint_deleted,False,contact_customer
EVT_004121,failed,payload_too_large,False,reduce_payload
EVT_000827,expired,customer_endpoint_down,False,notify_customer
EVT_003071,delivered,none,False,none
EVT_002837,failed,payload_too_large,False,reduce_payload
EVT_001646,recovered,invalid_signature,False,none
EVT_001547,failed,payload_too_large,False,reduce_payload
EVT_001968,delivered,none,False,none
EVT_000858,recovered,customer_endpoint_down,False,none
EVT_001673,failed,endpoint_deleted,False,contact_customer
EVT_004621,failed,payload_too_large,False,reduce_payload
EVT_004540,failed,payload_too_large,False,reduce_payload
EVT_002330,failed,payload_too_large,False,reduce_payload
EVT_003474,failed,payload_too_large,False,reduce_payload
EVT_004496,failed,endpoint_deleted,False,contact_customer
EVT_001281,failed,payload_too_large,False,reduce_payload
EVT_002645,delivered,none,False,none
EVT_002142,recovered,customer_endpoint_down,False,none
EVT_001242,failed,endpoint_deleted,False,contact_customer
EVT_001441,failed,endpoint_deleted,False,contact_customer
EVT_000750,recovered,customer_endpoint_down,False,none
EVT_003913,recovered,customer_endpoint_down,False,none
EVT_001642,failed,payload_too_large,False,reduce_payload
EVT_001334,recovered,customer_endpoint_down,False,none
EVT_001464,failed,endpoint_deleted,False,contact_customer
EVT_003018,failed,payload_too_large,False,reduce_payload
EVT_004840,failed,payload_too_large,False,reduce_payload
EVT_000045,delivered,none,False,none
EVT_004821,recovered,customer_endpoint_down,False,none
EVT_003951,recovered,customer_endpoint_down,False,none
EVT_004703,expired,customer_endpoint_down,False,notify_customer
EVT_001156,delivered,none,False,none
EVT_003177,failed,payload_too_large,False,reduce_payload
EVT_003884,failed,customer_endpoint_down,True,replay_after_fix
EVT_004929,failed,customer_endpoint_down,True,replay_after_fix
EVT_000115,failed,payload_too_large,False,reduce_payload
EVT_001443,recovered,customer_endpoint_down,False,none
EVT_004345,failed,payload_too_large,False,reduce_payload
EVT_004051,failed,endpoint_deleted,False,contact_customer
EVT_003671,failed,payload_too_large,False,reduce_payload
EVT_004207,recovered,rate_limited,False,none
EVT_002643,failed,payload_too_large,False,reduce_payload
EVT_000062,delivered,none,False,none
EVT_001990,failed,payload_too_large,False,reduce_payload
EVT_004724,failed,endpoint_deleted,False,contact_customer
EVT_001739,failed,payload_too_large,False,reduce_payload
EVT_003218,failed,payload_too_large,False,reduce_payload
EVT_000937,failed,endpoint_deleted,False,contact_customer
EVT_000727,failed,endpoint_deleted,False,contact_customer
EVT_000338,duplicate,duplicate_event,False,investigate_idempotency
EVT_002699,failed,payload_too_large,False,reduce_payload
EVT_002536,failed,malformed_response,True,replay_after_fix
EVT_002139,delivered,none,False,none
EVT_003803,recovered,rate_limited,False,none
EVT_003346,failed,payload_too_large,False,reduce_payload
EVT_003479,failed,payload_too_large,False,reduce_payload
EVT_003060,failed,endpoint_deleted,False,contact_customer
EVT_001270,failed,endpoint_deleted,False,contact_customer
EVT_002278,failed,endpoint_deleted,False,contact_customer
EVT_002029,failed,payload_too_large,False,reduce_payload
EVT_003035,recovered,customer_endpoint_down,False,none
EVT_001881,failed,endpoint_deleted,False,contact_customer
EVT_003203,failed,payload_too_large,False,reduce_payload
EVT_000854,failed,payload_too_large,False,reduce_payload
EVT_003254,failed,payload_too_large,False,reduce_payload
EVT_003323,failed,customer_endpoint_down,True,replay_after_fix
EVT_004690,failed,customer_endpoint_down,True,replay_after_fix
EVT_002003,failed,payload_too_large,False,reduce_payload
EVT_003132,failed,payload_too_large,False,reduce_payload
EVT_001848,failed,payload_too_large,False,reduce_payload
EVT_002845,delivered,none,False,none
EVT_002566,recovered,rate_limited,False,none
EVT_004882,recovered,customer_endpoint_down,False,none
EVT_001698,failed,payload_too_large,False,reduce_payload
EVT_002818,failed,payload_too_large,False,reduce_payload
EVT_002799,failed,endpoint_deleted,False,contact_customer
EVT_002204,recovered,customer_endpoint_down,False,none
EVT_002461,failed,payload_too_large,False,reduce_payload
EVT_001144,recovered,rate_limited,False,none
EVT_003633,delivered,none,False,none
EVT_003399,failed,endpoint_deleted,False,contact_customer
EVT_001820,failed,customer_endpoint_down,True,replay_after_fix
EVT_003891,recovered,invalid_signature,False,none
EVT_004741,failed,payload_too_large,False,reduce_payload
EVT_002124,recovered,customer_endpoint_down,False,none
EVT_000974,failed,endpoint_deleted,False,contact_customer
EVT_003749,failed,payload_too_large,False,reduce_payload
EVT_001068,recovered,rate_limited,False,none
EVT_000652,failed,customer_endpoint_down,True,replay_after_fix
EVT_000611,failed,payload_too_large,False,reduce_payload
EVT_002211,failed,endpoint_deleted,False,contact_customer
EVT_001059,recovered,customer_endpoint_down,False,none
EVT_004466,duplicate,duplicate_event,False,investigate_idempotency
EVT_003533,failed,payload_too_large,False,reduce_payload
EVT_004631,failed,customer_endpoint_down,True,replay_after_fix
EVT_003817,failed,payload_too_large,False,reduce_payload
EVT_000376,failed,payload_too_large,False,reduce_payload
EVT_001619,failed,payload_too_large,False,reduce_payload
EVT_001149,duplicate,duplicate_event,False,investigate_idempotency
EVT_001975,delivered,none,False,none
EVT_002558,failed,customer_endpoint_down,True,replay_after_fix
EVT_000151,failed,endpoint_deleted,False,contact_customer
EVT_000852,failed,payload_too_large,False,reduce_payload
EVT_004017,recovered,customer_endpoint_down,False,none
EVT_000131,failed,endpoint_deleted,False,contact_customer
EVT_004169,recovered,customer_endpoint_down,False,none
EVT_003264,failed,payload_too_large,False,reduce_payload
EVT_001250,failed,endpoint_deleted,False,contact_customer
EVT_000646,delivered,none,False,none
EVT_001933,failed,customer_endpoint_down,True,replay_after_fix
EVT_000976,failed,customer_endpoint_down,True,replay_after_fix
EVT_001189,failed,payload_too_large,False,reduce_payload
EVT_000874,failed,customer_endpoint_down,True,replay_after_fix
EVT_000747,failed,customer_endpoint_down,True,replay_after_fix
EVT_003947,recovered,customer_endpoint_down,False,none
EVT_001900,failed,endpoint_deleted,False,contact_customer
EVT_002652,failed,payload_too_large,False,reduce_payload
EVT_001528,failed,endpoint_deleted,False,contact_customer
EVT_004534,failed,endpoint_deleted,False,contact_customer
EVT_001049,failed,payload_too_large,False,reduce_payload
EVT_003487,failed,endpoint_deleted,False,contact_customer
EVT_003008,recovered,malformed_response,False,none
EVT_004369,failed,endpoint_deleted,False,contact_customer
EVT_004239,recovered,customer_endpoint_down,False,none
EVT_003570,recovered,invalid_signature,False,none
EVT_002126,failed,payload_too_large,False,reduce_payload
EVT_004991,delivered,none,False,none
EVT_003758,recovered,malformed_response,False,none
EVT_000624,delivered,none,False,none
EVT_004557,failed,endpoint_deleted,False,contact_customer
EVT_001625,failed,endpoint_deleted,False,contact_customer
EVT_003898,failed,endpoint_deleted,False,contact_customer
EVT_003545,failed,endpoint_deleted,False,contact_customer
EVT_002725,recovered,malformed_response,False,none
EVT_004817,failed,endpoint_deleted,False,contact_customer
EVT_000535,expired,customer_endpoint_down,False,notify_customer
EVT_001702,recovered,customer_endpoint_down,False,none
EVT_000037,recovered,customer_endpoint_down,False,none
EVT_001101,duplicate,duplicate_event,False,investigate_idempotency
EVT_004901,failed,endpoint_deleted,False,contact_customer
EVT_002831,expired,customer_endpoint_down,False,notify_customer
EVT_002132,failed,payload_too_large,False,reduce_payload
EVT_004061,recovered,customer_endpoint_down,False,none
EVT_004115,recovered,customer_endpoint_down,False,none
EVT_004268,delivered,none,False,none
EVT_003725,delivered,none,False,none
EVT_001519,recovered,invalid_signature,False,none
EVT_003250,failed,payload_too_large,False,reduce_payload
EVT_001965,delivered,none,False,none
EVT_002008,failed,endpoint_deleted,False,contact_customer
EVT_002560,failed,endpoint_deleted,False,contact_customer
EVT_004955,failed,payload_too_large,False,reduce_payload
EVT_004344,failed,payload_too_large,False,reduce_payload
EVT_001912,failed,payload_too_large,False,reduce_payload
EVT_001017,recovered,invalid_signature,False,none
EVT_000784,delivered,none,False,none
EVT_002205,recovered,customer_endpoint_down,False,none
EVT_003408,failed,customer_endpoint_down,True,replay_after_fix
EVT_002990,delivered,none,False,none
EVT_003972,failed,customer_endpoint_down,True,replay_after_fix
EVT_003548,duplicate,duplicate_event,False,investigate_idempotency
EVT_003699,recovered,customer_endpoint_down,False,none
EVT_003734,delivered,none,False,none
EVT_001961,failed,payload_too_large,False,reduce_payload
EVT_003363,failed,payload_too_large,False,reduce_payload
EVT_003193,failed,endpoint_deleted,False,contact_customer
EVT_003716,duplicate,duplicate_event,False,investigate_idempotency
EVT_000517,failed,payload_too_large,False,reduce_payload
EVT_001853,duplicate,duplicate_event,False,investigate_idempotency
EVT_000805,recovered,customer_endpoint_down,False,none
EVT_002695,failed,payload_too_large,False,reduce_payload
EVT_002844,failed,payload_too_large,False,reduce_payload
EVT_000194,failed,payload_too_large,False,reduce_payload
EVT_002931,delivered,none,False,none
EVT_004642,failed,payload_too_large,False,reduce_payload
EVT_001647,failed,customer_endpoint_down,True,replay_after_fix
EVT_003216,failed,endpoint_deleted,False,contact_customer
EVT_003062,failed,payload_too_large,False,reduce_payload
EVT_002440,recovered,invalid_signature,False,none
EVT_004769,delivered,none,False,none
EVT_001631,recovered,customer_endpoint_down,False,none
EVT_001340,expired,customer_endpoint_down,False,notify_customer
EVT_004705,recovered,customer_endpoint_down,False,none
EVT_001926,failed,payload_too_large,False,reduce_payload
EVT_001704,recovered,customer_endpoint_down,False,none
EVT_002272,recovered,customer_endpoint_down,False,none
EVT_001717,recovered,rate_limited,False,none
EVT_001833,failed,payload_too_large,False,reduce_payload
EVT_004146,failed,endpoint_deleted,False,contact_customer
EVT_000559,failed,endpoint_deleted,False,contact_customer
EVT_003304,failed,payload_too_large,False,reduce_payload
EVT_004399,failed,payload_too_large,False,reduce_payload
EVT_003660,duplicate,duplicate_event,False,investigate_idempotency
EVT_004068,recovered,rate_limited,False,none
EVT_001732,recovered,invalid_signature,False,none
EVT_001112,recovered,rate_limited,False,none
EVT_001313,failed,customer_endpoint_down,True,replay_after_fix
EVT_004617,delivered,none,False,none
EVT_001594,failed,customer_endpoint_down,True,replay_after_fix
EVT_003311,failed,customer_endpoint_down,True,replay_after_fix
EVT_004847,failed,payload_too_large,False,reduce_payload
EVT_004648,delivered,none,False,none
EVT_001658,failed,endpoint_deleted,False,contact_customer
EVT_003112,expired,customer_endpoint_down,False,notify_customer
EVT_003686,recovered,customer_endpoint_down,False,none
EVT_000917,failed,payload_too_large,False,reduce_payload
EVT_000980,recovered,rate_limited,False,none
EVT_004641,failed,payload_too_large,False,reduce_payload
EVT_002034,failed,endpoint_deleted,False,contact_customer
EVT_001917,failed,endpoint_deleted,False,contact_customer
EVT_003369,delivered,none,False,none
EVT_003607,failed,endpoint_deleted,False,contact_customer
EVT_000446,expired,customer_endpoint_down,False,notify_customer
EVT_002758,expired,customer_endpoint_down,False,notify_customer
EVT_001584,failed,payload_too_large,False,reduce_payload
EVT_001020,failed,payload_too_large,False,reduce_payload
EVT_003769,failed,payload_too_large,False,reduce_payload
EVT_001126,expired,customer_endpoint_down,False,notify_customer
EVT_001977,failed,payload_too_large,False,reduce_payload
EVT_003395,failed,payload_too_large,False,reduce_payload
EVT_000325,delivered,none,False,none
EVT_001217,failed,payload_too_large,False,reduce_payload
EVT_001350,failed,payload_too_large,False,reduce_payload
EVT_000568,recovered,invalid_signature,False,none
EVT_002143,recovered,customer_endpoint_down,False,none
EVT_000320,failed,payload_too_large,False,reduce_payload
EVT_001643,failed,payload_too_large,False,reduce_payload
EVT_003764,duplicate,duplicate_event,False,investigate_idempotency
EVT_001953,failed,payload_too_large,False,reduce_payload
EVT_004499,failed,endpoint_deleted,False,contact_customer
EVT_002181,failed,endpoint_deleted,False,contact_customer
EVT_003103,delivered,none,False,none
EVT_004152,recovered,customer_endpoint_down,False,none
EVT_001051,recovered,customer_endpoint_down,False,none
EVT_004346,failed,payload_too_large,False,reduce_payload
EVT_000454,delivered,none,False,none
EVT_001256,failed,customer_endpoint_down,True,replay_after_fix
EVT_002867,failed,endpoint_deleted,False,contact_customer
EVT_004001,failed,payload_too_large,False,reduce_payload
EVT_000590,failed,payload_too_large,False,reduce_payload
EVT_002467,recovered,rate_limited,False,none
EVT_004161,recovered,customer_endpoint_down,False,none
EVT_001815,duplicate,duplicate_event,False,investigate_idempotency
EVT_002843,recovered,invalid_signature,False,none
EVT_002732,failed,payload_too_large,False,reduce_payload
EVT_003017,expired,customer_endpoint_down,False,notify_customer
EVT_004306,delivered,none,False,none
EVT_002140,delivered,none,False,none
EVT_002442,recovered,customer_endpoint_down,False,none
EVT_002361,delivered,none,False,none
EVT_002946,delivered,none,False,none
EVT_003455,failed,endpoint_deleted,False,contact_customer
EVT_003262,failed,payload_too_large,False,reduce_payload
EVT_000723,failed,payload_too_large,False,reduce_payload
EVT_004490,failed,endpoint_deleted,False,contact_customer
EVT_002660,delivered,none,False,none
EVT_002095,failed,payload_too_large,False,reduce_payload
EVT_004441,failed,payload_too_large,False,reduce_payload
EVT_004970,failed,payload_too_large,False,reduce_payload
EVT_002367,failed,payload_too_large,False,reduce_payload
EVT_004993,failed,payload_too_large,False,reduce_payload
EVT_002886,delivered,none,False,none
EVT_002318,recovered,customer_endpoint_down,False,none
EVT_002686,failed,payload_too_large,False,reduce_payload
EVT_004644,recovered,customer_endpoint_down,False,none
EVT_000110,failed,endpoint_deleted,False,contact_customer
EVT_000417,recovered,customer_endpoint_down,False,none
EVT_003682,failed,payload_too_large,False,reduce_payload
EVT_001719,failed,payload_too_large,False,reduce_payload
EVT_004186,recovered,invalid_signature,False,none
EVT_004497,delivered,none,False,none
EVT_000544,failed,payload_too_large,False,reduce_payload
EVT_001226,recovered,customer_endpoint_down,False,none
EVT_001662,recovered,invalid_signature,False,none
EVT_002302,failed,endpoint_deleted,False,contact_customer
EVT_003414,failed,endpoint_deleted,False,contact_customer
EVT_003398,recovered,customer_endpoint_down,False,none
EVT_000025,failed,endpoint_deleted,False,contact_customer
EVT_000041,failed,payload_too_large,False,reduce_payload
EVT_002753,failed,payload_too_large,False,reduce_payload
EVT_003885,failed,payload_too_large,False,reduce_payload
EVT_000162,failed,payload_too_large,False,reduce_payload
EVT_002618,failed,customer_endpoint_down,True,replay_after_fix
EVT_002123,failed,payload_too_large,False,reduce_payload
EVT_000311,recovered,customer_endpoint_down,False,none
EVT_000754,failed,customer_endpoint_down,True,replay_after_fix
EVT_000679,failed,endpoint_deleted,False,contact_customer
EVT_001047,failed,endpoint_deleted,False,contact_customer
EVT_001583,delivered,none,False,none
EVT_003525,delivered,none,False,none
EVT_004650,failed,payload_too_large,False,reduce_payload
EVT_002145,delivered,none,False,none
EVT_004762,failed,endpoint_deleted,False,contact_customer
EVT_001478,failed,payload_too_large,False,reduce_payload
EVT_002634,failed,customer_endpoint_down,True,replay_after_fix
EVT_000597,duplicate,duplicate_event,False,investigate_idempotency
EVT_004771,duplicate,duplicate_event,False,investigate_idempotency
EVT_004470,recovered,customer_endpoint_down,False,none
EVT_002194,duplicate,duplicate_event,False,investigate_idempotency
EVT_001503,failed,payload_too_large,False,reduce_payload
EVT_004007,failed,payload_too_large,False,reduce_payload
EVT_002909,failed,payload_too_large,False,reduce_payload
EVT_004238,failed,payload_too_large,False,reduce_payload
EVT_002787,recovered,customer_endpoint_down,False,none
EVT_003864,failed,payload_too_large,False,reduce_payload
EVT_003995,delivered,none,False,none
EVT_001605,failed,customer_endpoint_down,True,replay_after_fix
EVT_000746,recovered,customer_endpoint_down,False,none
EVT_000097,failed,payload_too_large,False,reduce_payload
EVT_002764,failed,customer_endpoint_down,True,replay_after_fix
EVT_003075,failed,endpoint_deleted,False,contact_customer
EVT_003034,failed,endpoint_deleted,False,contact_customer
EVT_002998,delivered,none,False,none
EVT_002425,failed,payload_too_large,False,reduce_payload
EVT_002952,recovered,customer_endpoint_down,False,none
EVT_002576,recovered,customer_endpoint_down,False,none
EVT_002497,delivered,none,False,none
EVT_001085,failed,customer_endpoint_down,True,replay_after_fix
EVT_001078,failed,payload_too_large,False,reduce_payload
EVT_002976,failed,endpoint_deleted,False,contact_customer
